filename,labels
01) Bert Jansch - Avocet-41.txt,"['flu', 'gac']"
01) Bert Jansch - Avocet-42.txt,"['flu', 'gac']"
01) Bert Jansch - Avocet-43.txt,"['flu', 'gac']"
01) Bert Jansch - Avocet-45.txt,['gac']
01) Bert Jansch - Avocet-46.txt,"['flu', 'gac']"
01) Bert Jansch - Avocet-48.txt,['gac']
01) Bert Jansch - Avocet-49.txt,"['flu', 'gac']"
01) Bert Jansch - Avocet-5.txt,"['gac', 'vio']"
01) Bert Jansch - Avocet-50.txt,"['flu', 'gac']"
01) Bert Jansch - Avocet-51.txt,"['flu', 'gac']"
01) Bert Jansch - Avocet-52.txt,"['flu', 'gac']"
01) Bert Jansch - Avocet-54.txt,"['gac', 'gel']"
01) Bert Jansch - Avocet-56.txt,"['gac', 'vio']"
01) Bert Jansch - Avocet-57.txt,"['gac', 'vio']"
01) Bert Jansch - Avocet-59.txt,['gac']
01) Bert Jansch - Avocet-6.txt,"['gac', 'vio']"
01) Bert Jansch - Avocet-60.txt,['gac']
01) Bert Jansch - Avocet-61.txt,['gac']
01) Bert Jansch - Avocet-7.txt,"['gac', 'vio']"
01) Bert Jansch - Avocet-8.txt,"['gac', 'vio']"
01) Bert Jansch - Avocet-9.txt,"['gac', 'vio']"
01) Jeff Beck - Hi-Ho Silver Lining-1.txt,"['gel', 'voi']"
01) Jeff Beck - Hi-Ho Silver Lining-2.txt,"['gel', 'vio', 'voi']"
01) Jeff Beck - Hi-Ho Silver Lining-3.txt,"['gel', 'vio', 'voi']"
01) Jeff Beck - Hi-Ho Silver Lining-4.txt,"['gel', 'vio', 'voi']"
01) Jeff Beck - Hi-Ho Silver Lining-6.txt,['gel']
01) Jeff Beck - Hi-Ho Silver Lining-8.txt,"['gel', 'vio', 'voi']"
01- tangerine dream - kiew mission-10.txt,['voi']
01- tangerine dream - kiew mission-12.txt,['voi']
01- tangerine dream - kiew mission-8.txt,['voi']
01- tangerine dream - kiew mission-9.txt,['voi']
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-1.txt,['pia']
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-10.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-11.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-12.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-13.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-14.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-15.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-16.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-17.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-18.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-19.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-2.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-20.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-22.txt,['gel']
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-23.txt,['gel']
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-4.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-6.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-8.txt,"['gel', 'pia']"
01-mogwai-i_m_jim_morrison_i_m_dead-cocmp3-9.txt,"['gel', 'pia']"
01-ode_to_the_sun-ar-1.txt,['voi']
01-ode_to_the_sun-ar-11.txt,"['gel', 'voi']"
01-ode_to_the_sun-ar-12.txt,"['gel', 'voi']"
01-ode_to_the_sun-ar-14.txt,['voi']
01-ode_to_the_sun-ar-2.txt,['gel']
01-ode_to_the_sun-ar-4.txt,['voi']
01-ode_to_the_sun-ar-5.txt,['voi']
01-ode_to_the_sun-ar-6.txt,['voi']
01-ode_to_the_sun-ar-7.txt,['voi']
01-ode_to_the_sun-ar-8.txt,['voi']
01-pet_shop_boys-minimal_(radio_edit)-gti-11.txt,['voi']
01-pet_shop_boys-minimal_(radio_edit)-gti-12.txt,['gel']
01-pet_shop_boys-minimal_(radio_edit)-gti-13.txt,['gel']
01-pet_shop_boys-minimal_(radio_edit)-gti-2.txt,['voi']
01-pet_shop_boys-minimal_(radio_edit)-gti-5.txt,['voi']
01-pet_shop_boys-minimal_(radio_edit)-gti-8.txt,['voi']
01. Another World-10.txt,"['org', 'pia']"
01. Another World-11.txt,"['org', 'pia', 'voi']"
01. Another World-13.txt,"['org', 'pia', 'voi']"
01. Another World-14.txt,"['org', 'pia']"
01. Another World-15.txt,"['gel', 'org', 'pia']"
01. Another World-16.txt,"['pia', 'voi']"
01. Another World-17.txt,"['org', 'pia', 'voi']"
01. Another World-18.txt,"['org', 'pia', 'voi']"
01. Another World-19.txt,"['org', 'pia']"
01. Another World-3.txt,"['gel', 'pia']"
01. Another World-4.txt,"['org', 'pia']"
01. Another World-5.txt,"['org', 'pia', 'voi']"
01. Another World-7.txt,"['org', 'pia', 'voi']"
01. Another World-8.txt,"['org', 'pia']"
01. Another World-9.txt,"['gel', 'org', 'pia']"
01. Caravan-10.txt,['gel']
01. Caravan-11.txt,['gel']
01. Caravan-2.txt,['gel']
01. Caravan-3.txt,['gel']
01. Caravan-5.txt,['gel']
01. Caravan-6.txt,['gel']
01. Caravan-8.txt,['gel']
01. destroy everything you touch (single mix)-10.txt,['voi']
01. destroy everything you touch (single mix)-13.txt,['voi']
01. destroy everything you touch (single mix)-3.txt,['voi']
01. destroy everything you touch (single mix)-5.txt,['voi']
01. destroy everything you touch (single mix)-8.txt,['voi']
01. Flight Time-11.txt,"['pia', 'tru']"
01. Flight Time-13.txt,"['flu', 'gel', 'pia']"
01. Flight Time-14.txt,"['gel', 'pia', 'tru']"
01. Flight Time-15.txt,"['gel', 'pia']"
01. Flight Time-16.txt,"['gel', 'pia']"
01. Flight Time-18.txt,"['flu', 'gel', 'pia']"
01. Flight Time-19.txt,"['flu', 'gel', 'pia']"
01. Flight Time-21.txt,"['pia', 'tru']"
01. Flight Time-23.txt,"['flu', 'pia']"
01. Flight Time-25.txt,"['pia', 'tru']"
01. Flight Time-26.txt,"['flu', 'gel', 'pia', 'tru']"
01. Flight Time-27.txt,"['flu', 'gel', 'pia', 'tru']"
01. Flight Time-28.txt,"['flu', 'gel', 'pia', 'tru']"
01. Flight Time-29.txt,"['flu', 'gel', 'pia', 'tru']"
01. Flight Time-3.txt,['pia']
01. Flight Time-4.txt,['pia']
01. Flight Time-6.txt,['pia']
01. Flight Time-7.txt,['pia']
01. Flight Time-9.txt,"['flu', 'pia']"
01. Helmet - Pure-10.txt,['gel']
01. Helmet - Pure-12.txt,['gel']
01. Helmet - Pure-13.txt,['gel']
01. Helmet - Pure-14.txt,"['gel', 'voi']"
01. Helmet - Pure-15.txt,['gel']
01. Helmet - Pure-3.txt,['gel']
01. Helmet - Pure-4.txt,"['gel', 'voi']"
01. Helmet - Pure-6.txt,['gel']
01. Helmet - Pure-7.txt,"['gel', 'voi']"
01. Helmet - Pure-9.txt,"['gel', 'voi']"
01. I Don't Worry About a Thing-1.txt,"['pia', 'voi']"
01. I Don't Worry About a Thing-2.txt,"['pia', 'voi']"
01. I Don't Worry About a Thing-4.txt,['pia']
01. I Don't Worry About a Thing-5.txt,['pia']
01. I Don't Worry About a Thing-7.txt,"['pia', 'voi']"
01. In The Crease-1.txt,"['pia', 'sax']"
01. In The Crease-11.txt,['pia']
01. In The Crease-12.txt,['pia']
01. In The Crease-13.txt,['pia']
01. In The Crease-14.txt,['pia']
01. In The Crease-15.txt,['pia']
01. In The Crease-17.txt,"['pia', 'sax']"
01. In The Crease-18.txt,"['pia', 'sax']"
01. In The Crease-19.txt,"['pia', 'sax']"
01. In The Crease-20.txt,"['pia', 'sax']"
01. In The Crease-21.txt,"['pia', 'sax']"
01. In The Crease-23.txt,"['pia', 'sax']"
01. In The Crease-3.txt,['pia']
01. In The Crease-4.txt,"['pia', 'sax']"
01. In The Crease-5.txt,"['pia', 'sax']"
01. In The Crease-6.txt,"['pia', 'sax']"
01. In The Crease-7.txt,"['pia', 'sax']"
01. In The Crease-8.txt,"['pia', 'sax']"
01. In The Crease-9.txt,"['pia', 'sax']"
01. It Don't Mean a Thing (If It Ain't Got That Swing)-1.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-10.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-11.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-12.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-13.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-2.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-3.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-4.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-5.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-6.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-7.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-8.txt,['pia']
01. It Don't Mean a Thing (If It Ain't Got That Swing)-9.txt,['pia']
01. Offering-1.txt,['org']
01. Offering-10.txt,['org']
01. Offering-11.txt,['org']
01. Offering-12.txt,"['org', 'voi']"
01. Offering-13.txt,['org']
01. Offering-15.txt,"['org', 'voi']"
01. Offering-16.txt,['org']
01. Offering-2.txt,"['org', 'voi']"
01. Offering-3.txt,"['org', 'voi']"
01. Offering-4.txt,"['org', 'voi']"
01. Offering-5.txt,"['org', 'voi']"
01. Offering-7.txt,['org']
01. Offering-8.txt,"['org', 'voi']"
01. Offering-9.txt,['org']
01. sensing-1.txt,"['pia', 'sax']"
01. sensing-10.txt,"['pia', 'sax']"
01. sensing-12.txt,['pia']
01. sensing-13.txt,"['pia', 'sax']"
01. sensing-14.txt,"['pia', 'sax']"
01. sensing-15.txt,"['pia', 'sax']"
01. sensing-2.txt,['pia']
01. sensing-3.txt,"['pia', 'sax']"
01. sensing-5.txt,['pia']
01. sensing-6.txt,"['pia', 'sax']"
01. sensing-8.txt,['pia']
01. sensing-9.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-1.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-10.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-11.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-12.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-13.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-15.txt,"['pia', 'tru']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-16.txt,"['pia', 'tru']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-17.txt,"['pia', 'tru']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-18.txt,"['pia', 'tru']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-2.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-20.txt,['pia']
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-21.txt,['pia']
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-22.txt,['pia']
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-23.txt,['pia']
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-24.txt,['pia']
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-25.txt,['pia']
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-26.txt,['pia']
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-27.txt,['pia']
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-3.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-4.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-6.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-7.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-8.txt,"['pia', 'sax']"
01. The Best Of Wayne Shorter - The Blue Note Years - [Speak No Evil]-9.txt,"['pia', 'sax']"
01. The Chosen Hour-2.txt,['voi']
01. Trouble (No. 2)-1.txt,"['gel', 'org']"
01. Trouble (No. 2)-10.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-12.txt,"['gel', 'org']"
01. Trouble (No. 2)-13.txt,"['gel', 'org']"
01. Trouble (No. 2)-14.txt,"['gel', 'org']"
01. Trouble (No. 2)-15.txt,"['gel', 'org']"
01. Trouble (No. 2)-16.txt,"['gel', 'org']"
01. Trouble (No. 2)-17.txt,"['gel', 'org']"
01. Trouble (No. 2)-18.txt,"['gel', 'org']"
01. Trouble (No. 2)-2.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-20.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-21.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-22.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-23.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-24.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-3.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-4.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-5.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-6.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-7.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-8.txt,"['gel', 'org', 'sax']"
01. Trouble (No. 2)-9.txt,"['gel', 'org', 'sax']"
02 - And The Body Will Die-1.txt,['gel']
02 - And The Body Will Die-10.txt,['gel']
02 - And The Body Will Die-12.txt,"['gel', 'voi']"
02 - And The Body Will Die-13.txt,['gel']
02 - And The Body Will Die-14.txt,"['gel', 'voi']"
02 - And The Body Will Die-15.txt,"['gel', 'voi']"
02 - And The Body Will Die-16.txt,"['gel', 'voi']"
02 - And The Body Will Die-17.txt,"['gel', 'voi']"
02 - And The Body Will Die-2.txt,['gel']
02 - And The Body Will Die-4.txt,"['gel', 'voi']"
02 - And The Body Will Die-6.txt,['gel']
02 - And The Body Will Die-8.txt,"['gel', 'voi']"
02 - Bo-Do-1.txt,['pia']
02 - Bo-Do-10.txt,"['flu', 'pia']"
02 - Bo-Do-12.txt,['pia']
02 - Bo-Do-13.txt,['pia']
02 - Bo-Do-14.txt,['pia']
02 - Bo-Do-16.txt,"['flu', 'pia']"
02 - Bo-Do-17.txt,"['flu', 'pia']"
02 - Bo-Do-18.txt,"['flu', 'pia']"
02 - Bo-Do-19.txt,"['flu', 'pia']"
02 - Bo-Do-2.txt,['flu']
02 - Bo-Do-20.txt,"['flu', 'pia']"
02 - Bo-Do-4.txt,"['gel', 'pia']"
02 - Bo-Do-5.txt,"['gel', 'pia']"
02 - Bo-Do-6.txt,"['gel', 'pia']"
02 - Bo-Do-8.txt,"['flu', 'pia']"
02 - Bo-Do-9.txt,"['flu', 'pia']"
02 - synergistic perceptions-10.txt,['voi']
02 - synergistic perceptions-11.txt,['voi']
02 - synergistic perceptions-13.txt,['voi']
02 - synergistic perceptions-14.txt,['voi']
02 - synergistic perceptions-16.txt,['voi']
02 - Time Remembered-1.txt,['gel']
02 - Time Remembered-10.txt,"['gel', 'pia']"
02 - Time Remembered-12.txt,"['gel', 'pia']"
02 - Time Remembered-14.txt,"['gel', 'pia']"
02 - Time Remembered-2.txt,"['gel', 'pia']"
02 - Time Remembered-3.txt,"['gel', 'pia']"
02 - Time Remembered-4.txt,"['gel', 'pia']"
02 - Time Remembered-5.txt,"['gel', 'pia']"
02 - Time Remembered-6.txt,"['gel', 'pia']"
02 - Time Remembered-8.txt,"['gel', 'pia']"
1 - Hank's Other Bag-1.txt,"['sax', 'tru']"
1 - Hank's Other Bag-10.txt,['pia']
1 - Hank's Other Bag-11.txt,['pia']
1 - Hank's Other Bag-13.txt,"['pia', 'sax']"
1 - Hank's Other Bag-14.txt,"['pia', 'sax']"
1 - Hank's Other Bag-15.txt,"['pia', 'sax']"
1 - Hank's Other Bag-16.txt,"['pia', 'sax']"
1 - Hank's Other Bag-17.txt,"['pia', 'sax']"
1 - Hank's Other Bag-19.txt,"['pia', 'tru']"
1 - Hank's Other Bag-20.txt,"['pia', 'tru']"
1 - Hank's Other Bag-21.txt,"['pia', 'tru']"
1 - Hank's Other Bag-22.txt,"['pia', 'tru']"
1 - Hank's Other Bag-24.txt,"['pia', 'sax']"
1 - Hank's Other Bag-26.txt,"['pia', 'sax', 'tru']"
1 - Hank's Other Bag-27.txt,"['pia', 'sax', 'tru']"
1 - Hank's Other Bag-3.txt,"['pia', 'sax', 'tru']"
1 - Hank's Other Bag-4.txt,"['pia', 'sax', 'tru']"
1 - Hank's Other Bag-5.txt,"['pia', 'sax', 'tru']"
1 - Hank's Other Bag-6.txt,"['pia', 'sax', 'tru']"
1 - Hank's Other Bag-7.txt,['pia']
1 - Hank's Other Bag-8.txt,['pia']
1 - Hank's Other Bag-9.txt,['pia']
1.1_Stranger On The Shore-1.txt,['cla']
1.1_Stranger On The Shore-11.txt,['cla']
1.1_Stranger On The Shore-12.txt,['cla']
1.1_Stranger On The Shore-2.txt,['cla']
1.1_Stranger On The Shore-3.txt,['cla']
1.1_Stranger On The Shore-4.txt,['cla']
1.1_Stranger On The Shore-8.txt,['cla']
1.1_Stranger On The Shore-9.txt,['cla']
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-1.txt,['gac']
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-2.txt,['gac']
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-3.txt,['gac']
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-4.txt,['gac']
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-5.txt,['gac']
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-6.txt,['gac']
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-7.txt,['gac']
[1] - 03 - Alexandre Lagoya - Canarios (Sanz)-8.txt,['gac']
